@relation bookauthor

@attribute affection real
@attribute knife real
@attribute staring real
@attribute weather real
@attribute question real
@attribute convinced real
@attribute respect real
@attribute black real
@attribute write real
@attribute dozen real
@attribute school real
@attribute spoken real
@attribute morning real
@attribute presently real
@attribute said: real
@attribute curiosity real
@attribute comfortable real
@attribute island real
@attribute world real
@attribute pleasure real
@attribute understand real
@attribute fingers real
@attribute expression real
@attribute twenty real
@attribute tried real
@attribute slight real
@attribute scarcely real
@attribute creature real
@attribute middle real
@attribute extremely real
@attribute clock real
@attribute doubt real
@attribute killed real
@attribute altogether real
@attribute satisfied real
@attribute running real
@attribute pleased real
@attribute directly real
@attribute yards real
@attribute pause real
@attribute perfect real
@attribute comfort real
@attribute horse real
@attribute themselves real
@attribute straight real
@attribute child real
@attribute reached real
@attribute acquaintance real
@attribute watch real
@attribute truth real
@attribute stopped real
@attribute woods real
@attribute talked real
@attribute hands real
@attribute fixed real
@attribute below real
@attribute agreeable real
@attribute liked real
@attribute fresh real
@attribute letter real
@attribute stared real
@attribute ceased real
@attribute changed real
@attribute catch real
@attribute heart real
@attribute master real
@attribute falling real
@attribute supposed real
@attribute immediately real
@attribute spread real
@attribute quiet real
@attribute garden real
@attribute gratitude real
@attribute thick real
@attribute awful real
@attribute party real
@attribute crowd real
@attribute moment real
@attribute character real
@attribute says: real
@attribute natural real
@attribute expected real
@attribute minutes real
@attribute replied real
@attribute sweet real
@attribute supper real
@attribute believed real
@attribute breakfast real
@attribute street real
@attribute green real
@attribute seeing real
@attribute candle real
@attribute figure real
@attribute guard real
@attribute sometimes real
@attribute favour real
@attribute resolved real
@attribute friend real
@attribute daylight real
@attribute matter real
@attribute court real
@attribute opportunity real
@attribute putting real
@attribute smoke real
@attribute worse real
@attribute thinking real
@attribute machine real
@attribute carriage real
@attribute passing real
@attribute seven real
@attribute river real
@attribute laughed real
@attribute break real
@attribute forget real
@attribute wished real
@attribute remained real
@attribute maybe real
@attribute minute real
@attribute probably real
@attribute repeated real
@attribute steps real
@attribute stone real
@attribute prison real
@attribute dropped real
@attribute distance real
@attribute eight real
@attribute drawn real
@attribute otherwise real
@attribute anyway real
@attribute rising real
@attribute spirit real
@attribute third real
@attribute plain real
@attribute public real
@attribute doing real
@attribute wonder real
@attribute judged real
@attribute breast real
@attribute shook real
@attribute broke real
@attribute night real
@attribute tears real
@attribute dressed real
@attribute meaning real
@attribute marriage real
@attribute allow real
@attribute shore real
@attribute ought real
@attribute beginning real
@attribute start real
@attribute living real
@attribute nearer real
@attribute match real
@attribute clothes real
@attribute answered real
@attribute expect real
@attribute appear real
@attribute grave real
@attribute creatures real
@attribute money real
@attribute looked real
@attribute entered real
@attribute tired real
@attribute begin real
@attribute anxious real
@attribute husband real
@attribute advantage real
@attribute moved real
@attribute knowed real
@attribute towards real
@attribute morrow real
@attribute regular real
@attribute situation real
@attribute death real
@attribute speech real
@attribute passed real
@attribute faint real
@attribute wouldn real
@attribute water real
@attribute hardly real
@attribute following real
@attribute suddenly real
@attribute leave real
@attribute bright real
@attribute added real
@attribute horses real
@attribute consider real
@attribute space real
@attribute escape real
@attribute dinner real
@attribute trouble real
@attribute caught real
@attribute fortune real
@attribute brother real
@attribute coach real
@attribute beautiful real
@attribute questions real
@attribute human real
@attribute determined real
@attribute laying real
@attribute neither real
@attribute gentleman real
@attribute canoe real
@attribute sensible real
@attribute dance real
@attribute highly real
@attribute country real
@attribute paper real
@attribute watching real
@attribute kindness real
@attribute couple real
@attribute found real
@attribute forward real
@attribute hoped real
@attribute mother real
@attribute speak real
@attribute fetch real
@attribute conversation real
@attribute judge real
@attribute touched real
@attribute company real
@attribute chance real
@attribute dollars real
@attribute saying real
@attribute reckon real
@attribute hurry real
@attribute beside real
@attribute fallen real
@attribute table real
@attribute begun real
@attribute marry real
@attribute close real
@attribute prisoner real
@attribute absolutely real
@attribute happy real
@attribute grass real
@attribute quarter real
@attribute fifty real
@attribute please real
@attribute knowing real
@attribute steady real
@attribute wrong real
@attribute streets real
@attribute cried real
@attribute manner real
@attribute course real
@attribute spite real
@attribute women real
@attribute settled real
@attribute ground real
@attribute spoke real
@attribute loose real
@attribute white real
@attribute broken real
@attribute follow real
@attribute started real
@attribute happiness real
@attribute society real
@attribute standing real
@attribute opinion real
@attribute walking real
@attribute corner real
@attribute growing real
@attribute church real
@attribute instant real
@attribute girls real
@attribute getting real
@attribute windows real
@attribute returned real
@attribute visit real
@attribute hundred real
@attribute sound real
@attribute shoulder real
@attribute remember real
@attribute gentlemen real
@attribute meant real
@attribute strength real
@attribute degree real
@attribute stand real
@attribute farther real
@attribute allowed real
@attribute appeared real
@attribute knees real
@attribute notice real
@attribute front real
@attribute considerable real
@attribute voice real
@attribute forth real
@attribute feeling real
@attribute heard real
@attribute hearing real
@attribute except real
@attribute pretty real
@attribute waiting real
@attribute houses real
@attribute attention real
@attribute return real
@attribute wrote real
@attribute sight real
@attribute power real
@attribute particularly real
@attribute besides real
@attribute superior real
@attribute words real
@attribute subject real
@attribute cylinder real
@attribute raised real
@attribute instead real
@attribute yourself real
@attribute father real
@attribute trees real
@attribute proper real
@attribute speaking real
@attribute pride real
@attribute appearance real
@attribute stood real
@attribute friends real
@attribute beyond real
@attribute observed real
@attribute health real
@attribute drink real
@attribute journey real
@attribute lived real
@attribute lightning real
@attribute hurried real
@attribute silence real
@attribute madame real
@attribute looking real
@attribute effect real
@attribute picture real
@attribute house real
@attribute ready real
@attribute noise real
@attribute telling real
@attribute moving real
@attribute account real
@attribute brought real
@attribute pocket real
@attribute particular real
@attribute light real
@attribute darkness real
@attribute surprise real
@attribute spirits real
@attribute shadow real
@attribute trying real
@attribute piece real
@attribute short real
@attribute shadows real
@attribute object real
@attribute little real
@attribute mighty real
@attribute dreadful real
@attribute closed real
@attribute direction real
@attribute drove real
@attribute afterwards real
@attribute fellow real
@attribute village real
@attribute struck real
@attribute sisters real
@attribute sister real
@attribute person real
@attribute occasion real
@attribute stairs real
@attribute usual real
@attribute coming real
@attribute leaving real
@attribute sorry real
@attribute length real
@attribute fancy real
@attribute imagine real
@attribute spent real
@attribute carried real
@attribute outside real
@attribute former real
@attribute engaged real
@attribute glass real
@attribute bring real
@attribute doors real
@attribute influence real
@attribute taking real
@attribute difference real
@attribute happened real
@attribute promise real
@attribute knowledge real
@attribute secret real
@attribute hanging real
@attribute breath real
@attribute noticed real
@attribute round real
@attribute hours real
@attribute watched real
@attribute smile real
@attribute comes real
@attribute suppose real
@attribute answer real
@attribute continued real
@attribute married real
@attribute whatever real
@attribute people real
@attribute heads real
@attribute dream real
@attribute lines real
@attribute sudden real
@attribute reckoned real
@attribute obliged real
@attribute listened real
@attribute children real
@attribute joined real
@attribute miles real
@attribute afternoon real
@attribute bread real
@attribute sitting real
@attribute floor real
@attribute business real
@attribute makes real
@attribute laugh real
@attribute dress real
@attribute cause real
@attribute merely real
@attribute beauty real
@attribute evening real
@attribute impossible real
@attribute nigger real
@attribute circumstances real
@attribute reason real
@attribute asleep real
@attribute looks real
@attribute strange real
@attribute worth real
@attribute confidence real
@attribute offer real
@attribute equal real
@attribute ladies real
@attribute touch real
@attribute waited real
@attribute giving real
@attribute honour real
@attribute sense real
@attribute meeting real
@attribute attachment real
@attribute assure real
@attribute received real
@attribute feelings real
@attribute silent real
@attribute manners real
@attribute yesterday real
@attribute chair real
@attribute daughter real
@attribute widow real
@attribute blame real
@attribute sleep real
@attribute talking real
@attribute service real
@attribute followed real
@attribute afraid real
@attribute regard real
@attribute twice real
@attribute summer real
@attribute common real
@attribute heavy real
@attribute mouth real
@attribute uncle real
@attribute nature real
@attribute walked real
@attribute story real
@attribute woman real
@attribute times real
@attribute temper real
@attribute called real
@attribute nearly real
@attribute difficulty real
@attribute blood real
@attribute earth real
@attribute future real
@attribute danger real
@attribute purpose real
@attribute family real
@attribute means real
@attribute change real
@attribute drawing real
@attribute lying real
@attribute couldn real
@attribute slowly real
@attribute strong real
@attribute roads real
@attribute letters real
@attribute wonderful real
@attribute indeed real
@attribute quick real
@attribute nephew real
@attribute thousand real
@attribute believe real
@attribute pleasant real
@attribute worst real
@attribute perfectly real
@attribute entirely real
@attribute window real
@attribute exactly real
@attribute handsome real
@attribute bookauthor {austen,dickens,twain,wells}

@data
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,austen
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,0,1,0,0,4,austen
0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1,1,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,3,0,1,0,0,1,1,4,2,0,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,2,0,2,0,0,5,1,0,0,1,1,0,2,2,0,1,1,0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,austen
0,0,0,0,2,1,3,0,0,1,1,1,0,0,0,1,2,0,2,1,2,0,0,3,0,0,0,1,0,0,0,4,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,6,0,1,2,0,0,0,0,1,0,1,2,1,1,0,1,1,0,0,1,1,0,0,2,0,1,0,2,5,1,0,1,0,1,1,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,4,0,1,0,1,3,0,0,1,0,0,1,1,3,2,0,1,0,0,3,1,0,2,0,2,0,0,0,0,6,0,0,0,1,0,0,2,1,0,0,1,0,0,5,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,0,3,1,0,0,1,3,0,1,3,0,1,0,1,0,2,0,0,2,1,0,2,0,0,3,1,0,0,0,0,1,3,3,0,2,0,1,0,0,0,2,3,0,0,1,0,2,1,0,3,1,0,1,0,2,0,0,0,0,2,0,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,3,3,0,5,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,1,0,1,1,5,0,0,1,0,0,0,1,2,0,1,0,0,2,1,0,1,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,4,0,0,3,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,3,1,0,1,0,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,6,1,0,0,3,1,0,1,1,1,2,5,austen
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,3,0,3,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,austen
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,0,0,0,3,0,3,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,2,0,0,1,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,1,4,0,0,0,0,5,0,1,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,9,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,3,2,austen
1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,22,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,2,0,1,1,0,1,1,2,0,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,2,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,1,0,0,0,0,4,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,3,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,1,0,0,1,5,1,3,1,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,austen
0,0,0,1,1,4,2,0,0,0,2,3,4,2,0,0,0,0,3,1,3,0,0,1,2,1,1,1,0,0,0,4,0,3,2,0,2,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,0,0,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,3,0,0,2,4,1,0,0,2,0,0,0,7,0,0,1,2,0,0,1,3,0,0,0,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,3,2,0,1,0,0,1,0,1,5,0,1,0,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,9,0,0,2,4,0,1,0,1,1,0,2,0,3,4,1,1,0,4,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,2,1,0,0,1,2,0,0,2,0,0,1,2,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,2,0,1,0,1,3,1,2,0,0,2,2,1,0,0,2,0,1,1,3,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,2,1,0,1,0,0,0,2,0,0,0,3,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,5,1,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,1,0,0,1,0,5,0,1,0,2,5,0,0,0,0,0,4,5,1,0,0,0,0,10,1,0,3,0,2,0,1,4,0,4,0,0,0,1,0,0,1,1,0,2,2,0,0,0,2,1,0,10,1,2,2,0,0,0,0,0,0,3,3,5,0,0,0,0,0,1,0,0,0,5,0,0,1,6,0,0,0,1,0,1,2,austen
0,1,0,0,2,1,0,0,7,0,0,1,2,2,0,0,1,0,2,3,4,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,4,1,0,2,1,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,15,0,1,1,0,1,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,5,0,2,0,4,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,2,2,1,0,0,4,1,1,1,0,2,0,0,0,0,2,0,0,3,0,1,0,2,0,0,1,0,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,2,9,0,0,0,3,0,2,1,3,0,2,0,0,2,0,0,5,0,0,0,0,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,2,4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,2,0,3,1,0,0,0,0,0,1,0,0,0,2,3,0,1,6,0,0,0,2,1,1,2,1,0,1,0,4,0,0,0,4,7,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,0,2,0,0,0,1,0,0,2,2,0,4,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,1,3,0,0,7,0,0,4,0,6,0,0,0,0,1,0,2,1,1,0,0,0,0,3,0,0,0,2,0,2,1,1,0,1,1,0,1,0,1,1,2,0,4,0,0,2,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0,5,0,0,2,0,1,0,11,1,0,5,0,2,0,4,0,0,2,0,1,2,0,0,0,1,1,0,0,0,7,2,0,0,2,1,0,1,0,0,2,0,austen
