@relation bookauthor

@attribute quiet real
@attribute doors real
@attribute indeed real
@attribute sisters real
@attribute conversation real
@attribute sitting real
@attribute windows real
@attribute replied real
@attribute written real
@attribute ground real
@attribute received real
@attribute yards real
@attribute widow real
@attribute attachment real
@attribute mouth real
@attribute happened real
@attribute absolutely real
@attribute fellow real
@attribute pleasant real
@attribute allow real
@attribute broke real
@attribute comfort real
@attribute pleased real
@attribute happy real
@attribute power real
@attribute daughter real
@attribute pleasure real
@attribute account real
@attribute forget real
@attribute spirits real
@attribute spite real
@attribute listened real
@attribute equal real
@attribute remember real
@attribute minute real
@attribute heard real
@attribute stone real
@attribute horses real
@attribute questions real
@attribute health real
@attribute asleep real
@attribute fingers real
@attribute beautiful real
@attribute closed real
@attribute wonder real
@attribute strong real
@attribute below real
@attribute afterwards real
@attribute manner real
@attribute shoulder real
@attribute suddenly real
@attribute particular real
@attribute moment real
@attribute carried real
@attribute floor real
@attribute appearance real
@attribute twenty real
@attribute believed real
@attribute walking real
@attribute master real
@attribute story real
@attribute match real
@attribute joined real
@attribute close real
@attribute miles real
@attribute shadows real
@attribute appeared real
@attribute matter real
@attribute quarter real
@attribute loose real
@attribute follow real
@attribute round real
@attribute nearly real
@attribute garden real
@attribute minutes real
@attribute hours real
@attribute looks real
@attribute knife real
@attribute answered real
@attribute laying real
@attribute prisoner real
@attribute voice real
@attribute drawn real
@attribute brother real
@attribute waiting real
@attribute sometimes real
@attribute smoke real
@attribute grave real
@attribute green real
@attribute shadow real
@attribute sudden real
@attribute earth real
@attribute except real
@attribute space real
@attribute cause real
@attribute bring real
@attribute happiness real
@attribute manners real
@attribute saying real
@attribute obliged real
@attribute meaning real
@attribute breath real
@attribute fallen real
@attribute answer real
@attribute doing real
@attribute blood real
@attribute slight real
@attribute besides real
@attribute wonderful real
@attribute nature real
@attribute awful real
@attribute stood real
@attribute morning real
@attribute dinner real
@attribute temper real
@attribute fixed real
@attribute afraid real
@attribute consider real
@attribute understand real
@attribute straight real
@attribute third real
@attribute corner real
@attribute respect real
@attribute roads real
@attribute uncle real
@attribute grass real
@attribute bound real
@attribute staring real
@attribute paper real
@attribute letter real
@attribute whatever real
@attribute world real
@attribute island real
@attribute following real
@attribute beginning real
@attribute favour real
@attribute regard real
@attribute reason real
@attribute honour real
@attribute chance real
@attribute afternoon real
@attribute called real
@attribute heavy real
@attribute entered real
@attribute surprise real
@attribute brought real
@attribute watched real
@attribute cried real
@attribute added real
@attribute meant real
@attribute doctor real
@attribute putting real
@attribute rising real
@attribute dollars real
@attribute standing real
@attribute clothes real
@attribute family real
@attribute nearer real
@attribute broken real
@attribute night real
@attribute dressed real
@attribute fancy real
@attribute begun real
@attribute stairs real
@attribute husband real
@attribute short real
@attribute marriage real
@attribute wrote real
@attribute figure real
@attribute dress real
@attribute character real
@attribute dream real
@attribute people real
@attribute drove real
@attribute observed real
@attribute laugh real
@attribute spoke real
@attribute judged real
@attribute coming real
@attribute quick real
@attribute steady real
@attribute knowing real
@attribute forth real
@attribute wished real
@attribute letters real
@attribute subject real
@attribute white real
@attribute curiosity real
@attribute glass real
@attribute nephew real
@attribute summer real
@attribute started real
@attribute person real
@attribute single real
@attribute secret real
@attribute gratitude real
@attribute living real
@attribute highly real
@attribute dreadful real
@attribute attention real
@attribute wrong real
@attribute found real
@attribute street real
@attribute machine real
@attribute neither real
@attribute fetch real
@attribute natural real
@attribute reckoned real
@attribute start real
@attribute considerable real
@attribute perfectly real
@attribute strength real
@attribute silent real
@attribute girls real
@attribute offer real
@attribute extremely real
@attribute maybe real
@attribute creature real
@attribute expect real
@attribute opinion real
@attribute danger real
@attribute journey real
@attribute liked real
@attribute friends real
@attribute shook real
@attribute streets real
@attribute superior real
@attribute beyond real
@attribute degree real
@attribute feeling real
@attribute reached real
@attribute continued real
@attribute sensible real
@attribute promise real
@attribute tried real
@attribute picture real
@attribute human real
@attribute knowledge real
@attribute killed real
@attribute occasion real
@attribute getting real
@attribute directly real
@attribute please real
@attribute noise real
@attribute sister real
@attribute opportunity real
@attribute horse real
@attribute plain real
@attribute immediately real
@attribute eight real
@attribute expression real
@attribute seeing real
@attribute talking real
@attribute lightning real
@attribute remained real
@attribute drawing real
@attribute determined real
@attribute water real
@attribute couple real
@attribute falling real
@attribute sweet real
@attribute advantage real
@attribute effect real
@attribute instead real
@attribute common real
@attribute houses real
@attribute speak real
@attribute dropped real
@attribute table real
@attribute thick real
@attribute heart real
@attribute gentleman real
@attribute wouldn real
@attribute looked real
@attribute carriage real
@attribute taking real
@attribute waited real
@attribute court real
@attribute business real
@attribute tears real
@attribute river real
@attribute acquaintance real
@attribute scarcely real
@attribute agreeable real
@attribute walked real
@attribute usual real
@attribute woods real
@attribute money real
@attribute lived real
@attribute stared real
@attribute house real
@attribute struck real
@attribute worth real
@attribute towards real
@attribute purpose real
@attribute convinced real
@attribute evening real
@attribute pride real
@attribute followed real
@attribute entirely real
@attribute silence real
@attribute sleep real
@attribute slowly real
@attribute moving real
@attribute children real
@attribute touched real
@attribute twice real
@attribute length real
@attribute instant real
@attribute hundred real
@attribute party real
@attribute makes real
@attribute kindness real
@attribute situation real
@attribute words real
@attribute altogether real
@attribute growing real
@attribute telling real
@attribute passing real
@attribute madame real
@attribute dozen real
@attribute child real
@attribute forward real
@attribute sight real
@attribute object real
@attribute mighty real
@attribute beside real
@attribute yesterday real
@attribute changed real
@attribute little real
@attribute drink real
@attribute expected real
@attribute middle real
@attribute chair real
@attribute women real
@attribute farther real
@attribute woman real
@attribute spoken real
@attribute assure real
@attribute means real
@attribute suppose real
@attribute allowed real
@attribute window real
@attribute pretty real
@attribute giving real
@attribute knowed real
@attribute visit real
@attribute anxious real
@attribute reckon real
@attribute married real
@attribute repeated real
@attribute bright real
@attribute stand real
@attribute difference real
@attribute comfortable real
@attribute perfect real
@attribute supposed real
@attribute trees real
@attribute fresh real
@attribute friend real
@attribute speaking real
@attribute doubt real
@attribute clock real
@attribute hurried real
@attribute circumstances real
@attribute course real
@attribute laughed real
@attribute fifty real
@attribute engaged real
@attribute marry real
@attribute couldn real
@attribute question real
@attribute probably real
@attribute shore real
@attribute public real
@attribute daylight real
@attribute talked real
@attribute crowd real
@attribute raised real
@attribute watch real
@attribute sorry real
@attribute anyway real
@attribute leaving real
@attribute noticed real
@attribute father real
@attribute front real
@attribute faint real
@attribute pocket real
@attribute hearing real
@attribute morrow real
@attribute spirit real
@attribute former real
@attribute speech real
@attribute imagine real
@attribute pause real
@attribute spread real
@attribute mother real
@attribute school real
@attribute escape real
@attribute stopped real
@attribute village real
@attribute coach real
@attribute steps real
@attribute strange real
@attribute tired real
@attribute hurry real
@attribute worse real
@attribute proper real
@attribute otherwise real
@attribute handsome real
@attribute dance real
@attribute cylinder real
@attribute particularly real
@attribute creatures real
@attribute lying real
@attribute appear real
@attribute guard real
@attribute caught real
@attribute nigger real
@attribute influence real
@attribute difficulty real
@attribute comes real
@attribute affection real
@attribute passed real
@attribute judge real
@attribute church real
@attribute ought real
@attribute impossible real
@attribute light real
@attribute knees real
@attribute hardly real
@attribute beauty real
@attribute ready real
@attribute break real
@attribute gentlemen real
@attribute smile real
@attribute return real
@attribute outside real
@attribute ceased real
@attribute company real
@attribute society real
@attribute resolved real
@attribute trouble real
@attribute piece real
@attribute feelings real
@attribute direction real
@attribute believe real
@attribute country real
@attribute moved real
@attribute trying real
@attribute thousand real
@attribute leave real
@attribute touch real
@attribute thinking real
@attribute returned real
@attribute blame real
@attribute service real
@attribute bread real
@attribute heads real
@attribute yourself real
@attribute ladies real
@attribute fortune real
@attribute watching real
@attribute says: real
@attribute satisfied real
@attribute candle real
@attribute prison real
@attribute death real
@attribute begin real
@attribute breakfast real
@attribute sense real
@attribute breast real
@attribute looking real
@attribute notice real
@attribute hoped real
@attribute write real
@attribute darkness real
@attribute weather real
@attribute merely real
@attribute meeting real
@attribute catch real
@attribute hands real
@attribute sound real
@attribute said: real
@attribute running real
@attribute exactly real
@attribute themselves real
@attribute change real
@attribute settled real
@attribute lines real
@attribute times real
@attribute presently real
@attribute future real
@attribute distance real
@attribute confidence real
@attribute truth real
@attribute black real
@attribute seven real
@attribute canoe real
@attribute supper real
@attribute bookauthor {austen,dickens,twain,wells}

@data
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,1,0,1,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,austen
0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,4,0,5,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,austen
1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,1,5,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,3,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,4,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,2,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,1,0,4,0,0,0,0,2,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,4,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,austen
0,0,6,3,1,0,0,1,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,2,0,2,0,1,0,5,0,0,0,0,0,0,2,3,2,5,0,0,1,0,0,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,4,2,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,3,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,5,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,2,1,1,0,1,0,0,0,2,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,6,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,5,0,1,0,0,2,0,0,5,0,2,2,1,0,2,2,0,2,3,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,6,1,2,0,0,0,1,3,1,0,1,2,0,1,3,0,0,3,0,0,1,1,0,0,5,2,0,0,0,0,3,1,4,0,0,0,0,0,2,0,6,0,2,2,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,2,0,3,0,0,0,0,3,1,0,0,0,1,0,3,3,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,austen
1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,2,1,0,0,0,0,0,3,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,7,0,1,0,0,0,0,2,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,austen
1,3,5,0,0,5,0,1,0,0,2,0,0,2,2,0,0,0,0,2,0,0,3,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,8,0,0,0,2,0,2,1,0,1,0,0,0,1,0,2,0,0,0,0,9,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,2,0,1,1,2,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1,1,3,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,austen
0,0,1,5,0,0,0,1,3,0,0,0,0,1,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,1,2,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,4,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,0,2,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,2,0,1,1,0,0,1,0,1,1,0,1,1,0,0,4,0,0,1,1,0,2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,6,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,2,1,1,1,0,1,0,6,0,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,austen
0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,1,2,4,1,4,1,2,0,2,1,0,5,1,0,3,0,0,0,0,0,0,1,0,1,1,1,1,4,0,0,1,2,0,0,1,1,2,1,1,0,7,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,0,0,5,3,0,1,1,0,2,0,1,4,0,2,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,2,1,1,5,0,1,0,2,0,0,0,1,0,3,2,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,3,4,2,0,0,1,0,3,0,1,0,1,1,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,1,1,2,0,1,0,3,0,0,3,2,2,3,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,2,0,2,2,0,4,0,0,0,1,5,0,3,0,0,0,0,3,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,4,0,9,0,0,0,0,0,0,10,3,3,5,2,1,0,4,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,9,2,4,0,0,2,1,1,0,0,9,0,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,5,1,0,2,1,4,0,0,1,3,0,0,0,2,0,6,0,0,0,1,3,0,3,0,0,0,0,0,2,1,3,0,0,2,0,0,0,0,0,10,0,1,0,0,0,0,1,0,1,1,4,0,0,0,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,austen
0,0,7,0,2,1,0,2,6,0,0,0,0,4,0,1,0,1,1,2,0,1,3,1,2,2,3,1,0,1,0,0,1,2,0,3,0,0,1,0,0,0,2,0,3,1,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,4,1,0,0,0,1,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,4,0,0,0,0,0,2,0,0,0,9,1,1,2,0,0,0,1,0,2,1,0,0,5,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,3,0,0,1,2,0,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,4,0,1,0,0,3,0,2,0,1,2,0,0,0,0,2,1,3,0,0,0,0,0,1,1,4,2,1,3,1,1,0,0,0,1,0,6,0,0,2,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,1,4,0,0,1,0,7,0,1,0,1,0,0,11,1,0,1,2,0,0,6,1,0,0,2,0,3,0,0,1,0,1,0,0,0,2,15,0,3,1,0,0,4,0,0,1,1,0,2,0,0,1,0,0,0,0,1,3,0,1,0,7,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,4,0,0,0,2,0,3,1,0,1,2,0,0,2,0,0,0,2,2,1,2,2,0,0,0,3,1,2,1,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,2,0,1,0,2,7,0,0,0,0,0,1,0,0,0,2,1,2,1,7,1,2,0,0,0,0,0,0,0,0,austen
